country,region,year,month,avg_temperature,rainfall_mm,festival,covid_restriction,gdp_growth_rate,foreign_exchange_rate,internet_mentions,global_travel_index,airline_ticket_price,hotel_occupancy_rate,visa_required,num_tourists,revenue_usd
New Zealand,Oceania,2010,Jan,21.7,41.8,Yes,None,-0.21,49.02,1006,80.95,648.8,66.9,No,23088,26851378.1
Morocco,Africa,2017,May,24.2,98.8,No,None,4.8,119.03,995,61.71,617.55,40.79,Yes,29844,22169496.41
South Korea,Asia,2014,Aug,23.3,42.2,Yes,Partial,2.6,48.84,1028,74.33,757.88,56.88,Yes,45535,43355096.04
China,Asia,2015,Jun,18.7,85.4,No,None,4.82,103.85,959,56.5,789.03,44.36,No,56536,42065089.29
Morocco,Africa,2011,Jan,17.4,9.2,No,None,1.55,63.19,1012,85.1,582.98,81.82,No,67461,59709172.33
UK,Europe,2020,Sep,26.3,67.1,Yes,None,0.48,47.13,1092,51.79,626.07,51.48,Yes,5994,5874977.41
Greece,Europe,2010,Jul,23.6,106.7,Yes,Partial,1.75,56.7,1032,59.16,603.56,67.49,Yes,59080,26125668.38
Greece,Europe,2020,Feb,14.2,83.4,Yes,None,5.14,92.35,987,80.2,550.49,54.62,Yes,38356,22431650.85
Italy,Europe,2024,Dec,17.3,108.6,Yes,None,4.56,100.93,1035,84.04,533.73,48.37,Yes,74391,38444307.37
Argentina,Americas,2018,Apr,10.0,54.0,Yes,None,1.51,45.68,984,55.92,522.96,79.45,Yes,96156,103894328.3
UAE,Middle East,2011,Aug,24.6,17.5,No,None,6.87,29.1,1012,70.19,419.91,64.53,Yes,56926,55684709.75
Japan,Asia,2024,Jan,23.1,35.2,Yes,Partial,2.31,35.93,1040,78.35,648.39,47.11,Yes,40939,24681439.64
India,Asia,2025,Feb,21.9,92.4,Yes,None,2.12,9.78,1064,89.13,497.56,56.89,Yes,56602,58045813.52
Canada,Americas,2020,Feb,29.6,15.6,No,None,3.25,4.78,991,71.66,783.97,43.2,Yes,43847,29038188.92
Switzerland,Europe,2010,Mar,18.5,52.9,Yes,None,3.09,31.0,1040,54.67,797.22,59.69,No,36912,28186382.88
Indonesia,Asia,2016,Dec,20.7,77.9,Yes,Partial,1.97,85.43,983,76.71,446.77,50.83,Yes,68276,52387572.25
UK,Europe,2015,Oct,14.4,39.4,Yes,None,0.17,90.48,1007,71.93,805.69,44.42,No,44949,34974371.92
New Zealand,Oceania,2024,Apr,25.8,38.3,Yes,None,2.45,118.13,1001,63.54,640.24,88.59,Yes,13946,10582688.04
France,Europe,2011,May,26.7,4.0,No,None,3.43,52.42,967,60.82,721.42,61.51,Yes,6726,4428232.66
Egypt,Africa,2020,Jan,25.8,39.9,No,Full,1.42,93.72,956,68.86,660.21,67.23,Yes,52443,54418112.32
France,Europe,2015,Jun,34.1,57.9,Yes,None,1.94,102.67,964,54.5,591.64,43.46,Yes,57015,38848193.89
Vietnam,Asia,2020,Jun,19.6,78.4,No,None,4.09,72.98,992,64.0,795.35,53.18,Yes,82977,32243784.69
Germany,Europe,2013,May,31.0,88.5,Yes,None,0.76,100.62,983,88.65,486.26,79.91,Yes,76229,37712787.76
India,Asia,2013,Feb,18.6,71.6,No,Full,3.75,82.9,956,81.13,616.0,42.39,No,98417,72794104.39
USA,Americas,2018,Apr,24.0,78.1,Yes,Partial,2.64,74.04,982,48.56,554.17,50.79,No,47587,26215747.97
South Africa,Africa,2025,Jun,20.4,132.4,Yes,None,0.35,30.7,992,79.63,359.15,65.4,No,24382,21578578.7
Canada,Americas,2015,Nov,15.0,132.3,Yes,Partial,-0.0,75.16,1022,51.89,541.05,91.08,No,25921,24288787.87
Switzerland,Europe,2017,Aug,11.5,85.7,No,None,1.56,42.49,959,82.77,714.98,72.02,Yes,104259,114304372.42
UAE,Middle East,2014,Oct,24.6,102.5,Yes,None,1.31,37.26,981,54.54,344.32,45.75,No,10717,11703990.68
Thailand,Asia,2016,Apr,13.2,28.1,No,Full,5.55,101.19,946,47.24,342.91,51.24,No,50660,29961878.32
Bhutan,Asia,2010,Jun,19.4,157.9,No,Full,2.66,87.61,987,80.52,455.99,40.09,No,16621,9911738.29
Japan,Asia,2023,Jan,23.3,128.4,Yes,None,2.5,109.05,1004,65.53,450.44,81.07,No,10115,11613163.53
Italy,Europe,2020,May,19.3,33.2,No,None,3.1,13.33,1011,59.29,641.78,49.91,No,99761,55813199.63
China,Asia,2023,May,25.3,61.6,Yes,None,0.75,101.89,990,60.93,755.75,55.78,No,13359,12198465.22
Kenya,Africa,2010,Jul,14.5,45.3,No,Partial,-0.61,97.28,975,61.41,591.94,76.43,No,73101,60963437.52
UK,Europe,2018,Apr,24.4,70.7,No,None,2.43,101.88,966,43.18,374.5,49.19,No,15318,15407500.61
Egypt,Africa,2018,Apr,25.7,66.9,Yes,None,5.01,5.0,1024,65.01,763.89,52.8,Yes,66164,65092762.95
Bhutan,Asia,2016,Apr,10.2,36.9,Yes,Partial,3.27,28.41,995,58.48,632.19,66.17,No,26278,24808269.68
Brazil,Americas,2012,Nov,16.4,62.9,Yes,Partial,2.7,110.88,996,44.19,688.14,47.98,Yes,96970,67294084.82
Morocco,Africa,2021,Jan,19.5,65.0,Yes,Full,3.43,58.44,991,59.77,394.35,45.19,Yes,22818,17924336.47
Italy,Europe,2021,Feb,25.9,92.6,Yes,None,2.86,67.18,1055,63.58,382.02,71.28,Yes,32401,22839404.66
Indonesia,Asia,2014,Sep,20.0,88.0,No,None,2.61,62.3,1036,69.74,654.87,72.13,Yes,32993,27767224.5
China,Asia,2014,Dec,20.8,0.0,Yes,None,4.91,109.03,1032,63.57,645.32,41.25,No,8464,6173237.41
Greece,Europe,2018,Jun,24.7,2.0,No,Partial,4.06,113.94,992,67.4,567.91,84.57,No,12282,15671878.46
China,Asia,2010,Apr,21.6,68.1,Yes,None,3.54,6.52,992,59.99,490.73,70.96,No,50010,28147297.57
USA,Americas,2013,Jan,19.0,0.0,No,Partial,1.45,35.92,1004,68.55,723.88,70.04,Yes,70448,61057724.04
UAE,Middle East,2013,Jul,28.0,28.2,No,None,4.89,117.17,1002,54.25,599.63,93.73,Yes,102283,117938154.2
Bhutan,Asia,2015,Feb,25.3,42.2,Yes,Partial,4.5,75.27,992,76.14,677.15,51.91,No,56795,41085570.87
Argentina,Americas,2017,Apr,23.0,200.8,Yes,None,3.43,82.02,1019,47.91,945.37,68.72,Yes,83657,75349029.89
Japan,Asia,2012,Feb,16.4,88.9,Yes,Partial,4.09,50.08,906,67.43,778.8,74.01,Yes,35337,25651804.2
Germany,Europe,2018,Jul,17.4,102.8,No,None,3.51,45.47,1010,63.96,648.5,86.23,No,96890,93575855.13
India,Asia,2010,Nov,19.9,35.7,No,None,2.47,117.39,1019,88.89,921.76,89.19,Yes,72661,22355032.79
India,Asia,2020,Jul,23.9,223.4,No,Full,-0.23,84.58,992,55.95,481.83,74.5,Yes,87332,67944548.31
UK,Europe,2016,Jan,18.0,114.5,No,Full,3.82,62.7,946,51.51,757.05,90.86,No,83920,63746334.82
Morocco,Africa,2010,Sep,23.3,0.0,Yes,None,2.28,29.67,977,45.47,597.27,88.15,No,97470,68977944.93
Germany,Europe,2018,May,15.6,36.6,No,None,5.1,67.59,1037,69.19,651.07,84.12,No,14059,9694944.12
Switzerland,Europe,2019,Aug,21.8,142.0,Yes,Partial,2.45,39.57,957,65.44,631.73,46.21,Yes,28303,20952020.08
India,Asia,2022,Mar,15.1,154.3,Yes,None,2.45,10.73,976,54.7,576.73,93.06,No,78610,69348307.61
Nepal,Asia,2019,Oct,21.8,29.7,Yes,None,4.2,58.42,988,45.46,1073.5,83.36,Yes,87344,90070743.84
UK,Europe,2024,Dec,24.4,55.0,Yes,Partial,3.95,77.27,1018,73.8,408.18,78.71,Yes,57124,41625289.02
France,Europe,2024,Sep,22.9,45.2,No,None,3.34,56.52,1010,79.53,732.88,44.2,Yes,13877,10925265.74
Switzerland,Europe,2017,Aug,9.1,74.8,Yes,None,3.56,53.21,998,78.74,787.97,71.44,No,23686,12396353.09
Germany,Europe,2012,Jul,28.8,0.3,No,None,1.38,108.79,946,49.16,656.65,90.92,No,60192,47739387.04
Mexico,Americas,2018,Apr,34.7,119.2,Yes,Partial,4.02,2.74,1052,62.93,499.03,77.73,No,63563,45309775.59
Brazil,Americas,2018,Apr,24.0,42.5,Yes,None,1.28,114.21,952,64.19,395.46,58.39,Yes,47372,61787552.83
Morocco,Africa,2015,Nov,18.9,132.8,No,None,3.05,110.28,1002,40.02,571.03,87.0,No,78351,66527147.91
Thailand,Asia,2018,May,25.1,8.1,No,None,5.35,9.17,1040,47.31,721.44,76.13,No,30294,26981773.52
Greece,Europe,2011,Nov,6.8,110.7,No,Partial,3.58,60.76,1008,64.58,322.97,62.7,Yes,98169,60604631.79
Indonesia,Asia,2018,May,21.5,74.0,Yes,Partial,4.58,112.75,1015,48.86,492.39,90.12,Yes,73909,30988348.79
Kenya,Africa,2017,May,25.2,119.8,Yes,Partial,4.4,48.86,1025,72.31,709.5,58.73,Yes,55650,42321101.53
UK,Europe,2014,Jul,22.1,105.5,Yes,None,2.51,99.37,976,73.4,723.28,57.2,Yes,30487,23176946.16
China,Asia,2010,Aug,20.2,77.6,No,None,2.5,65.65,1014,56.44,511.95,82.0,Yes,63747,58057278.15
USA,Americas,2019,Feb,36.4,77.7,Yes,None,2.93,7.93,1001,50.33,616.7,72.01,No,74355,69549729.99
Greece,Europe,2025,Feb,15.0,36.3,No,None,1.91,0.54,1001,85.87,572.48,91.2,No,78598,71939646.86
Argentina,Americas,2010,Jan,17.7,136.6,Yes,None,4.38,76.28,1043,79.85,579.94,75.02,Yes,10974,11371953.03
Australia,Oceania,2017,Feb,24.1,119.9,No,Partial,4.01,92.45,989,63.33,573.29,59.72,Yes,31431,32643026.62
Brazil,Americas,2015,Mar,17.7,80.8,No,None,4.76,64.01,1012,43.77,741.14,64.04,No,99877,75293748.26
South Africa,Africa,2011,Nov,8.6,51.6,Yes,None,1.16,72.83,957,71.74,675.6,78.02,Yes,69517,60406441.11
Australia,Oceania,2021,Aug,18.4,173.1,Yes,None,1.63,53.26,1043,77.31,624.87,69.34,No,57276,42835811.74
Indonesia,Asia,2018,Jun,23.6,54.5,Yes,None,2.21,96.89,930,50.6,381.32,48.72,No,107324,74773578.21
Morocco,Africa,2018,Mar,19.9,61.6,No,Partial,1.04,71.83,1032,41.25,660.64,82.63,No,8245,6909384.97
Vietnam,Asia,2024,Aug,28.6,166.3,No,None,-0.65,115.54,979,83.77,843.54,71.73,No,12703,6509885.45
Nepal,Asia,2016,Jul,11.6,61.8,Yes,None,1.97,40.47,1012,66.81,754.62,93.12,Yes,22474,29430018.85
USA,Americas,2017,Nov,11.0,6.8,No,None,2.83,89.8,977,83.07,794.85,43.29,No,43763,45530953.58
Indonesia,Asia,2015,Mar,17.8,48.7,Yes,Partial,2.37,17.09,1015,86.59,661.18,81.13,Yes,99911,75257797.26
Thailand,Asia,2023,May,22.3,89.4,No,None,2.9,51.57,1039,42.84,527.82,50.02,Yes,54195,43338480.32
Egypt,Africa,2012,May,22.5,63.2,Yes,None,3.71,86.11,989,88.2,351.15,51.34,No,31558,19640711.34
Canada,Americas,2021,Jan,33.2,93.1,No,None,1.66,24.68,1017,67.17,869.41,85.04,No,44595,41745882.08
China,Asia,2022,Aug,27.5,50.0,No,None,5.35,34.05,1033,65.39,645.54,49.33,Yes,51667,39813475.91
Russia,Europe,2023,May,22.6,154.8,No,Full,4.51,16.12,1006,60.87,635.01,41.42,Yes,40705,17542208.4
Indonesia,Asia,2025,Jun,32.0,136.7,No,None,3.51,20.97,982,45.71,605.1,74.3,No,83618,49972791.99
Egypt,Africa,2017,Oct,23.2,89.5,Yes,Full,0.71,103.04,996,58.39,540.99,64.39,Yes,31187,21841600.32
Egypt,Africa,2021,Oct,14.5,187.4,Yes,None,2.61,61.89,989,49.24,692.2,55.39,No,81187,79638294.47
Bhutan,Asia,2012,Dec,25.7,49.5,No,None,7.92,28.31,974,77.27,708.51,66.11,No,22218,8606068.6
Egypt,Africa,2019,Jan,21.7,111.2,No,None,5.21,106.23,1002,86.05,663.64,81.33,No,5471,3493278.46
Mexico,Americas,2022,Apr,17.4,58.1,Yes,None,1.94,80.64,997,55.75,872.4,89.11,Yes,43362,37700886.1
Italy,Europe,2015,Mar,30.8,81.7,Yes,None,4.58,91.64,1006,50.86,570.34,65.41,No,68601,65336243.77
Vietnam,Asia,2014,Jul,21.1,103.3,Yes,None,1.67,41.38,1054,58.17,786.26,72.9,No,100234,131540372.43
Spain,Europe,2016,Nov,28.9,50.9,No,None,3.66,92.47,1021,40.75,613.2,68.75,Yes,59254,26542453.62
Vietnam,Asia,2020,Mar,22.6,78.9,No,None,5.65,67.05,977,74.49,819.17,55.01,Yes,91655,44822655.91
South Korea,Asia,2010,Feb,11.8,161.9,Yes,None,0.42,111.62,1011,43.62,446.87,84.99,Yes,25401,24299694.37
Bhutan,Asia,2022,Jul,21.3,56.8,No,None,2.97,26.19,990,48.29,623.75,59.64,No,116112,56153806.59
Italy,Europe,2011,Oct,21.3,89.8,No,None,2.05,8.23,1025,83.49,769.8,78.52,No,13267,8798294.93
Russia,Europe,2023,Aug,29.2,71.0,Yes,None,6.58,73.89,963,61.22,105.8,93.19,No,23526,14078975.39
Japan,Asia,2016,Jul,26.1,115.6,No,None,1.28,99.16,984,55.77,562.44,42.64,No,27957,30054475.63
South Africa,Africa,2022,Jul,15.1,120.4,Yes,Partial,1.88,102.78,1019,40.23,590.95,78.82,Yes,87978,98605032.04
Nepal,Asia,2014,Jan,13.5,107.5,Yes,None,1.88,89.43,945,77.86,317.67,47.89,No,10143,6718689.82
Japan,Asia,2019,Jan,27.7,1.0,No,None,3.13,17.15,929,58.75,827.82,58.55,Yes,72410,90754810.78
Thailand,Asia,2012,Oct,19.9,81.1,Yes,None,2.95,84.6,920,85.45,509.1,79.11,Yes,10444,6475606.35
Australia,Oceania,2019,Apr,22.8,107.8,Yes,None,0.69,61.62,1036,75.61,362.12,43.36,No,91514,92146486.28
Spain,Europe,2023,Oct,20.8,55.8,Yes,Full,4.12,58.98,1012,55.33,684.91,56.81,No,85564,38832525.55
New Zealand,Oceania,2023,May,20.4,48.0,Yes,Full,3.79,46.15,1031,82.71,496.08,52.37,No,71696,40850987.32
Italy,Europe,2019,Sep,26.6,62.6,No,None,1.46,35.55,1001,52.8,393.84,59.1,No,43849,30572628.78
Kenya,Africa,2024,Dec,18.4,87.1,Yes,Partial,3.86,71.43,979,44.1,477.64,87.46,No,70820,37349662.75
France,Europe,2025,Mar,18.4,57.2,Yes,None,2.55,105.63,976,68.09,500.04,69.35,Yes,78088,39525599.94
Vietnam,Asia,2025,Jul,24.2,134.1,No,None,2.6,64.11,1059,89.61,683.1,46.55,Yes,79504,88310279.71
India,Asia,2014,Nov,30.3,30.7,Yes,None,3.91,90.72,983,44.17,426.85,45.78,No,6493,4564214.82
India,Asia,2021,Feb,26.7,116.0,Yes,None,4.01,31.27,918,84.41,700.39,89.92,No,49255,52751189.84
Bhutan,Asia,2025,Aug,18.8,87.7,No,Partial,2.24,71.2,1024,74.52,487.75,52.83,No,26365,19601896.92
USA,Americas,2010,Oct,17.7,136.7,No,None,2.68,108.79,1038,43.96,628.59,94.41,No,42542,50524165.55
USA,Americas,2022,Oct,29.6,108.4,Yes,None,2.74,103.62,1017,86.87,801.09,54.97,Yes,68984,58127434.2
Russia,Europe,2016,Nov,15.0,71.5,Yes,None,4.3,31.08,1003,66.44,707.99,81.37,Yes,42574,36317960.27
Bhutan,Asia,2022,Aug,34.3,136.1,No,Partial,3.57,27.71,934,89.52,521.03,83.14,No,66247,39548269.74
UAE,Middle East,2024,Feb,25.5,31.5,Yes,None,5.27,22.42,995,81.28,474.2,61.32,Yes,59348,52847338.09
Spain,Europe,2024,May,23.0,193.1,No,None,3.72,85.29,1054,89.42,562.17,91.91,No,20032,15800342.61
Russia,Europe,2021,Mar,27.0,65.6,No,None,1.94,3.13,966,43.76,501.76,59.15,No,76233,38539312.13
Brazil,Americas,2022,Nov,31.0,39.3,Yes,None,2.97,82.43,951,55.22,419.58,42.36,No,71854,70348535.96
Italy,Europe,2016,Sep,18.0,3.8,Yes,Partial,2.78,18.32,1021,78.99,447.21,53.99,No,93654,40215983.32
Mexico,Americas,2015,Jul,17.0,63.8,Yes,None,3.02,80.5,1018,87.42,809.78,94.97,Yes,29334,18391124.3
Thailand,Asia,2022,Oct,11.9,80.3,Yes,None,2.0,38.64,1011,83.42,461.45,57.55,Yes,82930,68578210.9
China,Asia,2018,Feb,24.2,47.1,Yes,Full,1.52,27.33,1004,79.48,667.81,94.11,No,91089,46380526.55
Mexico,Americas,2016,Nov,20.3,144.2,Yes,Partial,4.55,118.74,1026,53.95,361.45,49.62,Yes,52719,28737254.89
Kenya,Africa,2022,May,19.7,141.6,No,None,2.93,55.08,1013,55.49,985.82,59.58,No,58328,63654634.86
Germany,Europe,2024,Jan,20.0,79.2,No,Partial,2.82,24.44,985,45.86,752.05,58.83,No,62657,46753230.78
UAE,Middle East,2020,Aug,19.3,148.2,No,Partial,2.4,22.28,942,43.55,571.75,59.17,No,100040,92464419.58
France,Europe,2021,Nov,26.8,89.2,Yes,None,3.56,79.51,990,76.37,492.31,86.41,No,91923,63855934.34
UAE,Middle East,2021,Aug,18.3,42.7,Yes,None,2.86,72.36,1017,56.13,556.05,57.75,Yes,49791,41155291.43
Thailand,Asia,2013,Dec,17.7,85.9,Yes,None,3.93,9.56,1062,71.47,642.22,77.88,Yes,15191,12839691.2
Vietnam,Asia,2018,Nov,13.8,205.1,No,None,5.29,88.42,948,41.11,747.74,85.41,Yes,62107,46148547.59
Nepal,Asia,2018,Jan,25.2,58.1,Yes,None,4.02,25.52,1030,50.14,537.24,52.24,No,25975,19423203.15
Nepal,Asia,2015,Feb,22.7,5.8,No,None,2.54,35.09,1048,73.75,634.59,66.19,No,47306,26249913.1
China,Asia,2010,Sep,23.4,147.5,No,None,5.38,21.97,985,66.0,421.64,57.52,No,39467,32034371.52
Bhutan,Asia,2024,Jan,18.5,0.0,Yes,None,3.18,33.93,1029,50.01,700.42,76.78,Yes,91182,70436792.78
India,Asia,2013,Dec,29.8,127.4,No,None,4.0,5.97,970,57.24,808.89,91.86,Yes,27482,21572790.4
South Africa,Africa,2024,Nov,13.7,148.8,Yes,None,3.34,119.66,982,46.59,604.5,44.25,No,37840,37181355.32
Australia,Oceania,2022,Oct,27.8,174.4,No,None,2.69,84.84,968,45.05,823.67,55.93,Yes,21494,16542134.99
Italy,Europe,2012,Oct,13.4,139.6,Yes,None,4.77,45.08,1027,53.93,572.37,79.68,No,6921,6423930.7
Spain,Europe,2016,Jun,26.1,25.8,Yes,None,2.69,62.91,957,86.85,580.51,75.73,Yes,58770,43574461.37
UK,Europe,2017,Apr,19.1,0.0,No,Partial,1.24,14.7,1079,80.36,576.97,45.32,Yes,47808,37985927.97
Japan,Asia,2015,Jun,20.1,0.0,No,None,4.72,44.88,939,77.85,572.03,60.52,No,84151,62639563.95
UK,Europe,2013,Mar,26.0,41.6,Yes,None,4.21,32.59,1025,61.06,449.55,75.77,No,35443,32635038.94
South Korea,Asia,2011,Apr,23.5,96.0,Yes,None,4.62,85.53,1037,82.39,471.96,67.21,Yes,63342,48725257.65
UK,Europe,2023,Sep,35.8,122.5,No,None,2.56,96.43,983,62.78,734.55,83.76,No,41265,46399715.52
Mexico,Americas,2018,Jun,13.0,82.5,No,Partial,2.78,9.55,977,51.06,438.68,66.41,No,32950,23090484.64
Indonesia,Asia,2023,Jul,14.1,67.0,No,None,3.25,88.92,986,57.07,664.25,88.38,Yes,101289,84942392.38
Greece,Europe,2017,Oct,20.6,69.3,Yes,None,2.79,58.56,947,85.68,401.83,51.55,Yes,62704,48237873.77
Kenya,Africa,2020,Aug,8.2,0.0,No,None,3.13,28.02,1023,55.45,744.32,60.2,No,66565,40614341.65
Italy,Europe,2014,May,11.8,32.5,No,None,3.08,110.36,967,59.23,464.26,75.84,Yes,38418,40536232.25
Switzerland,Europe,2018,Oct,26.7,17.7,No,None,1.18,105.42,999,62.21,553.81,84.83,No,14173,10383642.77
Morocco,Africa,2025,Aug,20.5,60.9,Yes,None,5.09,23.17,998,50.2,612.8,90.31,No,70561,47796439.94
Russia,Europe,2013,Jan,28.0,108.8,No,None,3.67,53.45,949,72.24,631.15,90.6,No,51177,50541978.7
South Korea,Asia,2015,Mar,26.6,9.9,Yes,None,4.26,89.72,1010,81.47,703.58,63.98,Yes,31586,33110239.79
South Africa,Africa,2022,Dec,26.0,28.0,No,None,3.68,82.84,960,50.93,709.72,45.42,Yes,46060,33813564.34
Canada,Americas,2022,Feb,22.4,170.2,Yes,None,3.94,26.89,1009,50.11,561.77,91.25,Yes,6485,5966695.12
South Africa,Africa,2022,Nov,13.2,144.3,Yes,None,2.5,20.93,1006,81.74,515.72,48.15,Yes,10801,9165831.4
Brazil,Americas,2024,Apr,21.0,48.2,No,None,5.09,62.25,1044,53.27,823.7,74.14,No,63093,45386687.01
UK,Europe,2023,Jan,25.3,63.6,No,None,3.93,23.11,1043,57.85,760.06,81.7,Yes,10580,11590831.23
Japan,Asia,2010,Apr,13.0,137.5,Yes,None,2.33,26.0,1011,67.5,757.22,57.46,Yes,37830,25009469.71
South Africa,Africa,2017,Oct,22.3,54.0,No,None,3.41,93.12,1015,84.95,644.88,57.12,Yes,16952,13500117.15
UAE,Middle East,2011,Apr,24.5,115.2,No,None,1.15,3.06,991,78.6,470.99,72.68,Yes,19958,11609971.29
Mexico,Americas,2018,Jan,17.2,119.0,No,None,3.14,4.39,1015,68.26,562.13,81.08,Yes,14532,14725499.21
Brazil,Americas,2013,Apr,22.2,143.0,Yes,None,4.2,10.9,1055,49.81,313.34,42.99,No,22091,16018759.41
Spain,Europe,2013,Dec,21.7,114.2,Yes,None,4.44,54.65,996,81.05,691.59,75.03,Yes,95277,66999578.17
China,Asia,2011,Sep,22.3,69.4,No,None,2.57,114.87,1005,89.91,650.55,77.06,No,48829,53692033.04
Canada,Americas,2014,Jul,18.2,74.9,No,None,1.66,86.55,995,77.23,735.99,60.74,Yes,75363,47261995.85
Germany,Europe,2022,Dec,20.6,62.1,Yes,None,3.88,35.02,963,84.41,540.11,72.67,Yes,93843,66808519.68
Switzerland,Europe,2017,Jan,13.9,32.6,Yes,None,4.69,70.65,917,69.89,633.83,86.52,No,83037,75270861.06
Bhutan,Asia,2012,Nov,27.7,122.3,No,Partial,5.4,78.98,1005,69.87,619.63,66.38,No,75180,64237965.22
Canada,Americas,2025,Feb,20.5,96.3,Yes,None,3.44,22.42,945,61.81,568.61,40.85,No,68824,33443652.29
Italy,Europe,2025,Aug,18.6,85.6,No,None,2.55,33.84,1010,78.58,471.43,68.25,Yes,115131,117684502.34
Greece,Europe,2024,Jul,19.4,66.9,Yes,Partial,4.5,36.62,1001,63.82,527.53,85.8,No,98701,114217314.79
South Africa,Africa,2025,Jan,15.0,29.4,Yes,None,3.12,28.53,1013,55.49,531.04,41.19,Yes,29959,20684516.4
France,Europe,2024,Aug,36.4,150.6,No,Full,2.92,45.94,1058,85.05,508.94,71.64,No,109586,104973103.09
South Korea,Asia,2013,Sep,17.6,62.2,Yes,None,1.11,6.69,981,71.24,692.03,69.99,Yes,10112,8884968.8
USA,Americas,2020,Apr,12.9,116.7,Yes,None,3.21,51.89,980,69.23,614.89,60.72,No,85788,68085346.33
India,Asia,2011,Dec,37.3,88.3,Yes,None,3.64,33.56,966,50.63,370.34,85.92,No,87822,29293976.74
Italy,Europe,2016,Sep,20.9,49.2,Yes,None,5.27,87.78,1005,53.53,562.53,84.15,Yes,80165,63927028.93
Italy,Europe,2025,Mar,26.1,135.0,No,None,3.83,113.98,957,60.03,534.45,93.57,Yes,24343,14181923.57
UAE,Middle East,2020,Oct,42.1,38.0,Yes,Partial,3.76,56.23,1002,63.85,554.03,58.56,Yes,33354,35125515.18
Russia,Europe,2012,Oct,18.4,108.4,Yes,None,3.95,48.97,1025,71.17,749.09,76.07,Yes,10822,7358896.15
Bhutan,Asia,2024,Aug,25.2,108.5,No,None,2.1,82.31,975,43.7,740.44,66.22,Yes,72246,29003499.35
Italy,Europe,2011,Sep,25.1,0.0,Yes,None,3.27,39.61,1030,63.59,588.85,71.37,Yes,31284,25421099.2
Indonesia,Asia,2025,Aug,28.6,74.9,Yes,None,2.99,40.18,966,50.36,413.1,89.32,Yes,80535,78856335.93
Nepal,Asia,2013,Mar,10.1,53.0,No,None,3.17,103.32,962,75.99,459.21,77.12,No,6144,5822097.65
Morocco,Africa,2019,May,22.6,91.2,No,None,3.72,18.91,1036,79.93,635.87,58.87,Yes,82630,54181435.19
Switzerland,Europe,2023,Jun,21.1,116.1,Yes,None,1.79,69.42,1006,68.73,726.13,40.68,Yes,113734,107717514.34
Indonesia,Asia,2020,Jul,17.6,79.0,No,None,5.1,48.33,1010,43.98,819.1,90.07,No,20852,12252210.77
Germany,Europe,2022,Oct,11.8,28.7,No,None,3.79,83.88,1033,46.21,659.05,54.51,No,53841,37779394.94
Germany,Europe,2012,Apr,23.3,44.6,Yes,Partial,4.04,69.96,1007,68.78,657.6,80.33,No,39214,32523618.0
Italy,Europe,2013,Jan,29.6,81.3,No,None,3.35,92.78,968,56.71,786.38,62.16,No,27335,27212739.45
UK,Europe,2018,Nov,12.4,95.5,No,None,3.44,7.68,1031,64.84,331.04,91.74,No,72067,46858525.1
UAE,Middle East,2024,Oct,18.9,58.0,Yes,None,3.18,52.14,1036,61.85,515.98,87.39,No,11132,6081275.49
Switzerland,Europe,2012,Dec,16.2,108.1,No,Full,1.53,85.92,985,67.01,646.06,77.12,No,66059,77099786.81
Australia,Oceania,2017,Feb,20.9,30.6,No,Partial,4.49,114.62,953,72.46,424.7,55.3,No,48677,31104012.72
Switzerland,Europe,2022,Jul,19.8,0.0,Yes,None,1.57,93.35,1007,46.03,666.0,94.78,No,48807,47082436.84
Japan,Asia,2024,Dec,28.8,126.4,Yes,None,2.39,30.03,978,62.44,736.36,46.64,No,88082,75463732.03
USA,Americas,2023,Dec,15.7,126.7,Yes,None,4.52,63.83,1021,41.37,527.38,68.11,No,83977,85059046.56
Brazil,Americas,2024,Jun,28.5,10.7,No,Full,1.61,12.86,978,40.61,630.02,43.56,No,105602,70009271.11
Bhutan,Asia,2011,Oct,20.6,85.6,Yes,None,1.89,39.68,1037,68.27,686.24,52.72,No,32597,17523329.6
Vietnam,Asia,2018,Jul,15.0,164.1,Yes,None,0.76,82.74,998,44.38,489.17,51.31,No,27271,13602332.1
Turkey,Middle East,2019,Aug,17.9,49.1,Yes,Partial,1.33,4.12,967,80.68,544.65,75.99,No,102298,45085817.3
UAE,Middle East,2016,Apr,31.7,57.7,Yes,Partial,1.09,33.19,977,63.79,798.11,49.51,No,57652,36344984.83
China,Asia,2011,Jul,24.7,13.8,Yes,None,3.9,39.35,1021,79.33,467.6,64.63,No,31575,26396669.9
New Zealand,Oceania,2022,Jul,21.9,45.2,No,None,4.32,13.35,1046,72.5,708.7,55.4,No,50298,42007696.09
France,Europe,2016,Apr,19.6,93.2,No,None,3.94,42.93,1050,89.53,890.73,87.41,No,21828,16371875.55
Mexico,Americas,2015,Aug,26.9,64.8,Yes,Partial,7.35,30.24,989,68.55,486.85,50.64,No,8322,8210095.81
France,Europe,2015,Oct,29.3,73.6,Yes,None,2.48,101.22,999,51.6,493.41,64.82,No,14030,8274177.12
Spain,Europe,2022,Apr,24.2,50.9,No,None,2.81,11.73,1033,44.99,687.66,54.8,Yes,81127,62765418.24
Spain,Europe,2024,Mar,20.9,59.9,No,None,0.31,40.19,954,69.58,1016.46,44.86,Yes,55669,50611228.92
