country,region,year,month,avg_temperature,rainfall_mm,festival,covid_restriction,gdp_growth_rate,foreign_exchange_rate,internet_mentions,global_travel_index,airline_ticket_price,hotel_occupancy_rate,visa_required,num_tourists,revenue_usd
Sri Lanka,North,2023,1,23.13,95.8,0,0,4.21,68.75,1024.0,17.4,380.62,55.06,0,227079,52027240
Bhutan,Central,2016,6,26.97,154.8,0,0,2.57,63.89,868.0,78.9,416.93,49.1,1,153452,35158178
Bhutan,West,2022,7,29.6,124.4,0,0,1.89,86.57,768.0,8.0,324.48,85.77,1,96934,22209048
Thailand,East,2021,2,13.98,61.2,0,0,2.82,72.26,890.0,14.79,339.56,71.38,1,4063367,930978963
Sri Lanka,South,2019,2,32.84,49.9,0,1,4.98,92.48,711.0,39.28,261.68,93.85,1,279391,64012712
Sri Lanka,East,2024,10,24.39,50.8,0,0,4.88,81.65,1162.0,47.88,314.23,80.07,0,338211,77489265
Sri Lanka,North,2022,12,27.67,104.9,0,0,2.47,69.6,1157.0,76.1,312.59,52.04,0,371530,85123153
Thailand,East,2021,12,26.63,167.7,0,0,3.72,76.88,942.0,96.01,181.96,41.54,0,4271640,978697464
Sri Lanka,North,2017,10,29.05,15.4,0,0,2.2,79.85,1661.0,20.86,345.69,87.73,0,292806,67086292
India,North,2018,1,25.12,160.1,0,0,3.1,78.79,966.0,20.85,329.66,76.99,0,1097357,251421120
Thailand,North,2023,2,19.21,152.1,0,0,4.1,76.86,615.0,72.83,251.65,52.56,0,4200857,962480006
Nepal,South,2018,3,22.19,-30.0,0,0,5.64,73.85,1110.0,2.19,422.29,60.05,0,25315,5800050
Bhutan,West,2015,3,27.78,127.8,0,0,2.01,70.41,951.0,78.45,397.54,93.76,1,201005,46053291
Bhutan,West,2022,2,28.95,50.5,0,1,5.73,75.37,1087.0,53.43,220.21,40.5,0,81009,18560389
Bhutan,South,2017,2,26.67,154.7,0,0,0.71,69.5,1548.0,6.93,322.75,64.0,0,66044,15131681
Bhutan,North,2022,9,26.62,98.1,0,0,1.47,81.3,867.0,57.15,302.3,86.87,1,199961,45814095
India,East,2017,11,20.92,159.6,0,0,5.12,86.33,1033.0,20.08,265.26,86.68,1,1120449,256711847
India,Central,2022,12,30.93,-0.9,0,0,2.68,83.62,820.0,11.1,381.89,43.78,0,1010708,231568520
Nepal,East,2017,9,26.47,115.0,0,1,5.69,79.83,1256.0,80.37,348.88,68.71,1,156009,35744026
Thailand,East,2021,12,25.12,122.7,0,0,4.69,60.69,1009.0,2.05,352.09,90.46,1,4057860,929717226
Bhutan,East,2017,4,18.26,111.4,0,0,2.39,94.19,919.0,29.09,260.86,51.47,1,129465,29662393
Thailand,West,2021,1,15.6,112.6,0,1,2.75,56.75,1310.0,52.17,259.39,89.59,1,4134135,947192984
Bhutan,Central,2016,4,29.06,59.5,0,0,4.65,76.72,484.0,33.07,290.54,92.21,1,159809,36614663
India,West,2015,10,25.12,154.4,0,0,3.27,75.04,868.0,52.17,280.06,91.45,0,1192028,273111681
India,North,2024,9,23.11,179.9,0,0,2.94,74.24,947.0,40.73,311.52,66.38,1,1137577,260636131
Sri Lanka,Central,2016,2,21.98,97.1,0,0,3.26,73.82,894.0,83.15,311.69,72.42,0,412246,94451806
Thailand,South,2023,5,30.79,154.5,0,0,1.41,70.86,852.0,82.09,274.77,89.83,0,4231709,969548667
Nepal,West,2019,6,31.5,126.8,0,0,2.67,89.03,1142.0,63.78,288.0,66.83,0,244624,56047065
India,West,2022,1,20.77,83.4,1,1,4.68,79.68,725.0,89.66,358.64,67.91,1,1163002,266461384
Nepal,North,2023,2,22.6,132.5,1,0,2.46,73.43,1084.0,61.14,311.39,50.38,0,237762,54474877
Sri Lanka,West,2020,1,29.53,68.6,0,0,4.97,88.07,971.0,35.53,342.77,66.45,0,291055,66685111
Sri Lanka,North,2021,3,22.7,181.4,0,0,3.27,79.48,1233.0,12.56,266.6,77.07,0,298107,68300831
Thailand,South,2020,7,28.85,64.5,1,0,3.25,80.17,1164.0,70.73,271.13,57.68,1,4243889,972339289
India,Central,2023,7,26.33,113.6,0,0,3.49,96.69,958.0,39.56,241.43,90.99,1,1195416,273887923
Thailand,North,2016,5,29.31,83.6,1,0,6.06,58.9,556.0,26.56,261.92,43.65,0,4133887,947136164
Bhutan,West,2020,8,22.39,74.1,0,0,5.31,88.25,779.0,57.46,315.51,83.77,0,180619,41382550
India,North,2018,9,26.39,152.3,1,0,4.23,73.85,592.0,59.5,326.69,92.76,0,1219010,279293666
Bhutan,North,2024,2,28.09,82.8,0,0,4.33,71.27,624.0,35.02,359.77,50.9,0,90118,20647399
Thailand,North,2020,6,17.47,144.8,0,0,5.35,84.45,988.0,8.38,264.3,54.06,0,4078804,934515814
Thailand,Central,2017,7,23.68,63.5,0,0,4.02,66.69,1529.0,14.21,279.49,82.7,0,4108483,941315722
Thailand,South,2020,11,20.86,81.3,0,0,5.27,64.05,916.0,93.67,330.51,41.99,0,4202479,962851631
Sri Lanka,Central,2021,5,22.8,50.9,0,0,4.72,70.25,1098.0,96.82,331.48,79.66,0,434529,99557179
Bhutan,West,2016,3,33.52,54.9,0,0,1.34,67.56,974.0,37.89,306.01,79.08,1,152122,34853455
Thailand,South,2021,7,22.28,59.9,0,0,3.69,85.13,1210.0,26.67,305.13,63.84,1,4087718,936558146
India,Central,2022,4,19.41,95.2,1,0,3.04,90.98,929.0,30.12,343.25,69.31,0,1132814,259544856
Bhutan,North,2019,6,21.35,59.3,1,0,4.71,100.68,1075.0,60.62,259.93,87.95,1,255385,58512574
India,East,2022,4,19.79,87.3,0,0,4.79,72.81,1128.0,35.43,236.72,70.38,0,1161639,266149100
Thailand,West,2019,1,31.61,115.0,0,0,3.17,101.87,467.0,3.53,227.38,51.51,0,4085176,935975736
Sri Lanka,South,2024,1,26.65,110.6,0,0,1.02,82.12,720.0,57.42,311.47,69.61,0,378203,86652039
Thailand,North,2022,12,25.21,155.8,1,0,4.85,71.47,876.0,45.83,251.55,61.88,0,4212793,965214724
Nepal,South,2021,2,21.35,86.0,0,0,4.01,92.17,561.0,56.35,350.6,91.14,0,207060,47440584
Sri Lanka,North,2023,9,26.84,14.6,0,0,1.9,72.64,621.0,62.77,274.36,68.48,1,402106,92128578
Thailand,West,2022,4,26.87,91.8,0,0,1.93,52.19,1138.0,89.26,349.27,63.81,1,4200764,962458698
Nepal,South,2020,1,28.87,79.1,0,0,4.3,54.4,1677.0,27.05,219.5,53.64,1,190583,43665453
Thailand,Central,2021,5,25.5,140.4,0,0,4.06,77.26,1325.0,99.6,286.21,63.23,0,4258139,975604180
Thailand,South,2024,11,12.01,92.6,1,0,3.42,87.03,897.0,67.04,349.25,69.35,0,4228567,968828787
Nepal,Central,2018,1,27.22,154.7,0,0,2.61,60.31,690.0,53.99,264.14,52.49,0,201288,46118131
Thailand,East,2016,7,28.5,40.6,0,1,4.03,68.51,1138.0,22.2,358.92,43.55,0,3931976,900875294
Bhutan,South,2023,3,23.51,28.1,1,0,4.81,95.51,805.0,85.94,346.66,41.39,0,226377,51866401
Sri Lanka,South,2022,6,28.9,88.9,0,0,2.46,79.93,971.0,12.22,379.23,70.05,0,247919,56802000
India,North,2015,7,23.78,108.6,1,0,3.88,87.54,1009.0,9.27,277.38,65.33,1,1123303,257365741
Nepal,Central,2020,9,25.08,99.1,0,0,1.22,62.37,1215.0,44.26,335.1,54.89,1,142055,32546953
Nepal,North,2023,1,32.16,179.6,1,0,5.19,66.86,621.0,6.19,303.08,88.37,0,187431,42943282
Sri Lanka,East,2018,3,23.25,170.3,0,0,2.78,72.81,1336.0,21.17,388.29,45.13,0,212783,48751810
India,South,2023,12,26.09,103.5,0,0,7.83,68.81,97.0,34.89,291.88,51.83,0,1099858,251994137
Sri Lanka,Central,2016,1,24.7,101.7,1,0,3.02,77.58,520.0,49.57,326.51,61.26,0,374786,85869152
Bhutan,East,2022,11,26.57,78.4,0,0,4.61,75.97,812.0,39.73,340.75,48.54,0,109261,25033351
India,North,2019,2,22.38,105.9,1,0,-0.08,74.11,1011.0,90.74,263.42,57.02,0,1290270,295620412
Nepal,West,2022,4,24.49,25.7,0,0,3.37,63.8,577.0,4.38,267.63,62.04,0,111305,25501662
India,East,2016,11,25.58,146.2,0,0,4.7,60.21,-90.0,84.54,273.38,54.94,1,1187637,272105636
Sri Lanka,West,2016,1,30.74,131.1,0,0,4.33,72.02,1069.0,1.47,264.38,45.68,1,243992,55902265
Sri Lanka,Central,2017,8,21.92,59.1,0,0,6.23,67.74,1046.0,13.49,325.51,49.88,0,252100,57759930
Thailand,South,2023,11,13.11,104.6,1,0,6.16,76.13,972.0,70.13,379.46,72.54,0,4208333,964192871
Nepal,East,2019,2,31.25,157.3,0,0,2.66,76.73,886.0,31.55,211.06,76.08,0,207117,47453643
Bhutan,West,2016,12,23.06,126.0,0,0,3.28,68.32,1699.0,94.05,282.51,71.0,1,262988,60254536
Thailand,Central,2018,12,17.52,77.7,0,0,1.29,76.81,1202.0,34.47,282.57,57.18,1,4117492,943379821
Sri Lanka,Central,2021,5,26.36,64.6,0,0,6.72,76.44,1059.0,69.59,299.25,74.24,1,387224,88718887
Bhutan,Central,2023,3,23.07,103.1,0,0,3.45,76.13,806.0,39.28,305.42,45.3,0,118308,27106155
Bhutan,West,2024,1,20.67,163.5,0,0,5.08,76.44,1314.0,38.12,302.9,48.94,1,119162,27301820
Nepal,South,2023,8,24.2,102.1,0,0,2.04,72.16,764.0,4.1,361.99,62.95,1,62134,14235841
Bhutan,West,2016,8,24.8,118.6,0,0,3.36,80.55,583.0,13.44,242.3,86.65,0,131050,30025541
Nepal,Central,2023,11,15.02,62.4,0,0,4.02,70.83,1572.0,15.54,243.45,73.26,1,175043,40105004
Nepal,West,2022,4,19.73,114.0,0,0,4.58,91.54,640.0,82.92,318.06,74.13,0,271378,62176812
Bhutan,North,2020,10,31.67,119.8,0,0,3.22,79.08,1156.0,64.69,343.82,41.94,0,177107,40577897
Bhutan,West,2016,12,22.53,128.2,0,1,6.46,70.5,1314.0,2.15,335.63,87.15,0,-2356,-539795
Bhutan,West,2021,12,16.4,88.3,0,1,4.06,64.84,1092.0,45.15,295.38,44.83,1,54663,12524121
Sri Lanka,South,2018,4,22.62,98.2,0,0,4.13,75.71,854.0,76.54,297.97,93.79,1,422518,96805277
Bhutan,North,2022,1,29.21,157.7,0,0,4.58,68.09,1366.0,27.08,396.73,75.44,1,94590,21672002
Sri Lanka,North,2018,11,27.53,75.2,0,0,3.95,68.15,1125.0,33.55,230.94,92.86,0,378426,86703131
Bhutan,Central,2019,12,24.04,129.0,0,0,4.58,67.8,1335.0,54.9,367.88,66.51,1,145847,33415758
Sri Lanka,North,2017,5,26.8,110.0,0,0,2.13,58.57,1142.0,9.28,318.6,90.02,1,265421,60811973
Nepal,East,2023,3,21.87,161.3,0,0,1.26,72.41,1050.0,37.71,372.94,55.17,0,121960,27942884
Nepal,Central,2023,4,32.2,68.9,0,0,5.51,76.33,1109.0,20.77,288.58,46.45,0,97090,22244790
Nepal,South,2024,5,30.24,75.5,0,0,1.39,77.78,708.0,75.96,306.68,61.03,1,243371,55759984
Sri Lanka,North,2024,1,31.27,133.2,0,0,2.15,65.53,1122.0,98.57,206.33,69.83,1,506640,116078902
Nepal,West,2018,3,18.76,59.9,0,0,4.44,94.38,658.0,91.0,401.12,59.51,1,222661,51015009
Thailand,South,2019,5,21.54,60.8,0,0,1.26,87.77,929.0,82.39,376.07,40.05,1,4155594,952109567
Sri Lanka,West,2018,6,32.42,119.9,0,0,7.3,80.01,801.0,79.41,342.45,45.84,1,369479,84653238
Bhutan,East,2022,7,28.0,153.8,0,0,2.41,86.8,1020.0,76.2,262.26,74.04,1,248856,57016681
Thailand,North,2023,12,28.52,56.0,0,1,4.23,83.58,1106.0,56.22,305.11,92.74,1,4110944,941879575
India,North,2023,6,18.22,45.6,0,0,2.47,76.78,1067.0,38.3,247.73,70.7,0,1149660,263404530
Sri Lanka,West,2017,9,26.96,105.1,0,0,5.13,83.09,623.0,42.24,236.61,55.53,0,345190,79088260
Bhutan,West,2022,8,21.2,12.3,1,0,5.39,61.31,948.0,28.74,320.92,72.15,0,180480,41350703
Nepal,North,2017,5,24.77,133.3,0,0,6.43,68.58,486.0,67.95,278.22,71.22,0,261950,60016715
Thailand,Central,2020,6,20.15,13.8,0,0,6.32,59.6,794.0,55.03,303.56,54.64,0,4147196,950185458
Thailand,West,2018,11,22.33,102.6,0,0,5.01,77.59,696.0,37.84,272.55,73.77,0,4123541,944765739
Bhutan,Central,2019,10,30.63,129.5,0,1,5.87,98.59,813.0,52.31,381.29,46.88,0,36901,8454578
Nepal,East,2023,5,24.83,100.4,1,0,3.96,90.5,754.0,84.61,329.97,79.5,0,317723,72795154
Sri Lanka,East,2021,6,20.1,73.4,0,0,1.45,81.94,1425.0,12.68,309.7,82.77,1,299759,68679330
Nepal,East,2016,2,27.45,142.0,0,0,1.2,75.9,1251.0,10.04,354.91,50.48,0,90258,20679475
Bhutan,North,2016,10,23.22,66.4,1,0,2.78,74.12,808.0,8.46,331.82,63.34,0,109841,25166237
Bhutan,South,2020,10,22.27,77.5,0,0,5.57,83.67,874.0,37.98,308.86,67.59,1,128649,29475435
Nepal,South,2020,2,17.88,141.9,1,0,3.75,76.55,1021.0,51.77,340.25,91.17,0,251979,57732207
Thailand,East,2022,4,29.67,71.5,0,0,3.31,80.63,930.0,44.17,283.33,65.46,0,4136553,947746985
Bhutan,West,2019,10,23.87,78.7,0,0,3.77,79.89,977.0,27.11,310.17,42.88,1,87492,20045743
Nepal,Central,2019,4,25.73,131.1,1,1,0.78,67.31,828.0,60.54,270.66,65.25,1,210326,48188874
Bhutan,South,2021,11,30.87,138.0,0,0,4.82,67.58,934.0,44.74,303.64,50.62,0,137925,31600707
India,Central,2017,7,23.4,66.7,0,0,3.93,80.02,1303.0,35.53,324.98,78.69,0,1104747,253114281
India,North,2023,6,33.54,145.9,1,0,3.25,88.46,1410.0,35.68,353.64,49.49,0,1134906,260024165
Bhutan,North,2019,2,28.47,142.6,1,0,5.44,82.28,-30.0,34.71,265.07,82.41,0,227751,52181205
Nepal,North,2020,11,26.26,88.8,1,0,3.95,74.14,1233.0,40.95,328.9,85.3,1,262012,60030920
Nepal,South,2021,5,25.46,71.1,0,0,3.2,79.26,940.0,44.14,332.72,74.43,1,171113,39204581
Nepal,South,2017,8,26.88,74.1,1,0,3.63,66.03,1431.0,78.43,301.66,87.35,1,310203,71072208
Bhutan,West,2024,8,27.78,133.0,0,0,5.34,53.84,1320.0,28.37,329.73,45.89,0,78191,17914743
Nepal,North,2022,8,28.76,107.1,1,0,5.34,72.75,1043.0,45.59,243.03,48.09,1,240710,55150309
Thailand,East,2017,3,24.34,120.8,0,0,1.09,83.85,868.0,98.41,255.16,70.74,0,4264010,976949315
Thailand,West,2022,4,21.97,94.9,1,0,3.13,76.06,1085.0,64.4,295.1,88.58,1,4249901,973716730
Sri Lanka,East,2016,1,23.47,36.8,1,0,2.3,80.48,948.0,87.33,333.76,44.43,1,422009,96688657
Sri Lanka,South,2017,10,25.65,86.2,0,0,2.19,83.01,388.0,4.71,270.1,53.21,0,278064,63708676
India,West,2024,1,28.09,141.2,0,0,4.01,70.61,1796.0,96.21,349.29,64.39,0,1212613,277828016
Bhutan,North,2015,3,27.87,110.2,0,0,2.73,65.6,869.0,7.68,293.07,52.76,0,75169,17222357
India,Central,2021,3,20.41,95.4,0,0,2.95,78.72,714.0,16.68,249.65,71.25,1,1121477,256947377
Sri Lanka,West,2021,5,21.62,146.4,0,0,4.24,86.77,809.0,5.16,290.73,81.12,0,289988,66440645
Thailand,East,2023,7,24.52,75.9,0,0,4.93,71.61,1142.0,66.89,337.14,84.24,1,4182357,958241376
Bhutan,West,2022,6,25.12,120.0,0,0,0.06,75.56,894.0,40.29,188.83,64.62,0,216964,49709740
Sri Lanka,North,2015,7,18.5,38.4,0,0,-0.03,83.33,1144.0,41.67,277.1,68.21,1,350994,80418045
India,North,2019,1,38.33,78.8,0,0,1.99,92.75,900.0,39.41,285.28,53.77,0,1129341,258749139
Thailand,North,2015,8,25.63,124.9,0,0,0.22,87.75,495.0,15.89,309.54,59.11,1,4055821,929250060
Thailand,East,2023,8,15.76,26.3,0,0,6.68,77.92,928.0,45.13,379.78,82.56,1,4117158,943303296
India,North,2020,8,23.08,108.6,0,0,2.67,79.36,1484.0,71.06,326.5,43.36,0,1153974,264392932
Sri Lanka,South,2015,4,25.85,93.4,0,0,2.32,84.88,1387.0,60.63,371.14,41.7,0,319583,73221308
India,North,2019,12,25.88,123.4,1,1,6.25,76.02,1289.0,82.64,323.63,78.4,0,1188089,272209196
Nepal,Central,2021,6,31.45,105.6,0,0,2.49,81.38,432.0,92.41,284.76,46.46,1,268893,61607461
Bhutan,South,2019,1,18.46,65.8,0,0,5.8,57.72,769.0,99.67,270.43,92.74,1,298590,68411494
Sri Lanka,South,2016,3,33.5,43.1,0,0,3.35,65.47,999.0,6.61,390.5,91.53,0,243522,55794580
Sri Lanka,East,2021,10,26.81,95.1,0,0,2.08,77.38,977.0,13.15,373.54,93.41,1,268455,61507109
Bhutan,North,2021,1,24.29,110.9,0,0,0.36,57.77,959.0,83.9,346.08,64.82,1,217758,49891658
India,West,2017,10,28.91,102.4,0,0,2.02,77.64,886.0,19.51,249.88,72.71,0,1114517,255352736
Nepal,Central,2018,4,23.95,112.7,0,0,4.03,60.75,1125.0,31.39,296.07,41.22,1,124041,28419673
Thailand,South,2018,4,27.56,151.3,1,0,0.36,71.29,906.0,73.04,272.0,63.02,0,4261300,976328413
Sri Lanka,West,2016,12,26.8,54.2,1,0,4.15,75.0,371.0,1.09,277.66,41.5,0,308189,70610770
Bhutan,South,2017,6,20.64,76.6,0,0,2.01,62.55,831.0,7.6,427.52,67.19,0,11372,2605497
Sri Lanka,East,2016,2,25.47,162.9,0,0,1.8,71.9,742.0,1.01,276.58,72.7,1,270815,62047820
India,South,2019,2,27.39,60.5,0,0,1.41,70.53,967.0,48.85,235.98,59.41,1,1198010,274482247
Sri Lanka,Central,2024,7,27.3,165.7,1,0,3.13,65.45,1022.0,9.19,246.15,55.52,0,337413,77306432
India,North,2019,3,22.52,68.1,0,0,4.3,76.03,630.0,17.58,312.63,84.64,0,1083109,248156687
Nepal,East,2023,10,24.51,90.8,1,0,6.0,58.8,873.0,24.16,322.11,83.95,1,211923,48554771
Sri Lanka,South,2018,2,27.58,126.0,0,0,5.09,86.51,816.0,50.72,246.73,93.49,0,408632,93623784
Sri Lanka,West,2022,4,26.59,81.7,0,1,2.31,87.81,1082.0,43.55,298.39,67.66,1,254456,58299726
Sri Lanka,East,2020,11,26.75,53.6,0,0,6.13,64.6,717.0,62.52,305.65,82.92,1,393959,90261977
Nepal,North,2020,11,21.28,101.4,0,0,4.66,89.07,1060.0,77.07,334.97,89.78,1,248673,56974753
Sri Lanka,Central,2015,5,20.23,98.7,0,0,1.99,65.19,1678.0,38.51,287.86,79.63,1,333175,76335442
Nepal,West,2024,3,27.4,47.6,0,0,1.23,66.49,1439.0,71.46,318.02,69.79,0,236572,54202230
India,East,2022,4,26.21,97.3,0,0,5.16,83.57,997.0,11.8,297.8,80.85,0,1087362,249131114
Bhutan,North,2020,2,24.75,94.9,0,0,2.57,99.07,1445.0,5.27,296.36,62.28,0,75393,17273678
Sri Lanka,East,2017,11,20.54,79.8,1,1,4.84,75.19,1549.0,87.92,238.43,85.3,1,442975,101492286
Sri Lanka,South,2023,8,20.56,124.7,0,0,3.17,85.59,1257.0,61.58,294.0,44.32,0,340700,78059533
Thailand,West,2018,7,30.79,160.3,0,0,0.55,89.57,1335.0,15.9,388.49,40.02,1,4001337,916766950
Nepal,South,2015,3,20.25,72.7,0,0,3.97,69.74,1136.0,59.22,304.43,91.06,1,247400,56683089
India,East,2016,2,27.57,35.8,0,0,5.75,78.8,579.0,16.68,265.89,53.76,1,1078809,247171492
Thailand,Central,2020,2,19.88,156.9,0,0,4.68,73.42,1512.0,83.41,342.79,90.22,0,4214841,965683952
Nepal,West,2022,4,21.22,92.1,0,0,4.49,81.5,875.0,41.89,346.35,88.14,1,170405,39042368
Thailand,East,2018,7,30.25,140.5,0,0,2.81,76.74,1163.0,14.29,197.96,92.01,0,4147169,950179271
India,West,2016,5,27.66,61.7,0,0,1.82,75.18,584.0,33.44,382.04,54.41,0,1066208,244284412
Thailand,North,2023,9,23.27,62.0,0,0,7.1,64.97,1116.0,67.45,350.99,86.41,0,4164430,954134028
India,South,2015,7,23.3,5.5,0,0,3.77,79.38,981.0,57.29,350.12,81.48,0,1155080,264646334
Sri Lanka,East,2024,8,18.71,175.7,1,0,1.37,72.49,861.0,55.06,381.35,51.0,1,358609,82162756
India,West,2022,1,17.09,51.6,0,0,3.86,56.21,-80.0,70.95,321.72,46.75,0,1156309,264927916
Sri Lanka,West,2020,2,25.53,171.3,0,0,4.2,83.81,826.0,7.46,183.8,60.85,0,315215,72220533
Sri Lanka,West,2018,12,19.02,100.5,0,0,2.93,86.73,1191.0,33.94,299.65,50.58,1,298326,68351007
Nepal,West,2024,8,27.93,126.2,1,0,5.89,73.53,1411.0,85.72,297.38,48.5,0,310088,71045860
Sri Lanka,East,2016,7,23.83,71.4,0,0,4.23,75.46,737.0,62.54,280.82,55.51,1,364564,83527137
Sri Lanka,West,2016,10,34.14,105.1,0,0,6.63,71.49,1364.0,4.32,283.77,73.63,0,290852,66638601
Thailand,North,2022,7,26.74,58.1,0,1,6.51,79.88,464.0,53.01,296.31,42.67,0,4056874,929491318
India,Central,2019,10,19.05,103.9,0,0,3.91,95.47,791.0,61.42,297.65,80.08,1,1186000,271730574
Nepal,Central,2022,1,19.82,123.6,0,0,3.56,85.94,1449.0,61.43,354.61,79.95,1,206397,47288680
Thailand,West,2015,1,23.51,94.0,0,0,3.52,62.04,1542.0,47.19,404.42,47.9,1,4072973,933179843
Sri Lanka,East,2017,7,30.27,100.2,1,0,6.26,64.34,1047.0,93.76,422.11,41.09,1,396278,90793295
Nepal,North,2020,2,33.19,26.2,0,0,6.53,81.16,1066.0,53.57,370.6,48.07,1,144102,33015952
Thailand,South,2016,5,29.36,95.1,0,0,5.1,81.18,747.0,31.54,330.93,85.13,0,4126860,945526172
Bhutan,North,2016,10,16.13,66.0,0,0,4.59,79.31,1412.0,95.44,316.69,49.0,1,236224,54122498
Thailand,West,2016,6,33.89,88.2,0,0,5.51,81.17,1465.0,13.95,325.35,67.69,0,4070614,932639361
Bhutan,Central,2016,7,30.02,127.2,1,0,4.35,78.73,893.0,25.12,317.41,57.15,0,150401,34459148
Sri Lanka,East,2021,8,34.0,95.6,0,0,2.95,86.58,971.0,71.33,297.81,73.16,0,375283,85983023
Nepal,West,2021,1,21.07,97.0,0,0,2.97,75.37,-315.0,45.54,244.81,94.12,0,250069,57294597
Thailand,North,2023,1,34.15,111.1,0,0,2.05,87.89,617.0,57.59,393.26,51.93,1,4115619,942950688
Thailand,South,2015,1,28.47,128.5,1,0,4.35,62.97,1838.0,22.77,300.06,56.22,0,4137047,947860168
Thailand,Central,2015,3,21.46,52.8,0,0,1.63,65.07,1122.0,86.95,259.21,45.82,0,4219533,966758961
Thailand,North,2022,3,21.29,119.0,0,0,4.07,83.7,903.0,48.47,354.2,61.05,0,4121901,944389990
Thailand,South,2023,11,28.79,67.2,0,0,4.89,89.01,799.0,30.86,264.2,88.55,0,4144059,949466723
India,North,2024,1,20.38,122.7,1,0,5.53,88.28,1201.0,53.63,341.73,90.35,1,1197859,274447651
Sri Lanka,Central,2015,4,23.31,94.7,0,0,2.24,65.34,1084.0,73.5,361.11,78.12,0,374146,85722519
Bhutan,South,2022,8,21.06,126.6,1,0,6.78,79.19,1383.0,30.27,332.82,70.07,0,172679,39563376
Thailand,East,2018,4,25.8,128.3,0,0,3.5,78.68,834.0,94.06,283.0,41.29,1,4222426,967421791
Sri Lanka,West,2022,6,26.53,22.8,0,0,2.59,79.09,982.0,41.55,211.62,69.17,0,372662,85382512
Thailand,West,2022,2,28.78,134.5,1,1,1.89,78.02,1364.0,11.37,166.85,82.78,0,4134232,947215209
Nepal,Central,2015,7,25.75,113.8,0,0,3.03,70.17,1185.0,24.13,315.83,50.29,0,128380,29413803
Bhutan,West,2015,6,27.7,45.2,0,0,5.87,59.71,1367.0,34.06,213.3,80.72,1,203156,46546118
Nepal,East,2021,5,23.12,51.6,1,0,3.88,68.47,1346.0,23.16,187.04,59.58,1,229371,52552372
Bhutan,East,2021,1,22.08,91.1,0,0,1.26,58.18,1115.0,24.35,396.24,82.07,0,79124,18128507
Nepal,North,2021,3,19.38,70.4,1,0,3.49,55.87,641.0,80.78,309.57,59.18,1,283985,65065267
Sri Lanka,East,2015,12,6.91,55.8,0,0,2.95,79.02,1218.0,2.03,338.97,80.51,1,254897,58400765
Sri Lanka,South,2022,3,19.77,61.0,0,1,4.45,90.01,1098.0,67.52,301.43,81.48,0,331550,75963129
India,South,2018,10,20.29,108.7,0,0,3.79,79.46,1028.0,86.56,314.73,74.84,0,1227332,281200362
Nepal,Central,2016,6,34.08,124.7,1,0,6.73,76.83,825.0,46.86,331.04,41.49,1,208333,47732247
Nepal,West,2022,11,18.81,121.3,0,0,0.64,65.55,1103.0,41.22,294.21,63.53,1,172033,39415367
Sri Lanka,East,2015,10,33.14,139.3,0,0,2.24,61.24,1094.0,15.08,295.85,90.11,1,293184,67172897
Bhutan,Central,2019,8,18.27,98.5,0,0,2.75,68.47,860.0,8.17,273.72,46.76,0,74336,17031504
Bhutan,North,2024,3,26.72,96.1,0,0,4.59,70.7,1294.0,7.95,283.84,41.13,0,70629,16182174
Nepal,South,2023,1,25.77,123.9,0,1,3.58,66.77,866.0,36.19,338.07,84.5,1,84125,19274312
Sri Lanka,Central,2022,4,16.74,62.7,0,1,3.57,77.24,1010.0,64.18,343.27,50.32,0,254641,58342112
India,Central,2023,12,26.45,43.1,0,1,6.95,53.28,709.0,55.3,301.04,94.56,1,1102526,252605416
Bhutan,West,2016,12,23.67,69.9,1,0,4.37,58.43,1145.0,31.94,269.58,41.09,1,172611,39547796
India,Central,2016,1,24.58,90.4,0,0,2.89,72.16,712.0,59.54,354.18,45.86,1,1103325,252788479
India,South,2019,10,29.94,103.3,0,1,5.95,57.47,638.0,25.79,280.89,45.12,0,1017434,233109549
Nepal,North,2019,9,25.34,91.8,0,0,2.52,81.23,829.0,33.98,361.28,52.39,0,120513,27611354
Thailand,East,2021,2,22.91,88.3,1,1,3.51,66.32,1087.0,12.44,269.85,54.86,1,4047916,927438905
Bhutan,Central,2016,6,22.47,56.7,0,0,2.98,78.45,1158.0,52.1,322.83,76.92,0,175595,40231475
Nepal,East,2016,4,30.02,125.5,0,0,2.57,72.25,756.0,58.99,291.44,58.63,0,206954,47416297
Nepal,East,2017,12,29.29,53.1,0,0,3.14,59.1,931.0,82.31,292.08,53.85,0,245514,56250978
Nepal,South,2020,3,21.09,123.6,0,0,5.32,62.94,1152.0,55.32,296.42,80.92,0,219671,50329955
Bhutan,Central,2024,12,20.64,86.9,1,0,3.88,68.67,1164.0,45.32,401.77,81.61,1,176433,40423474
Sri Lanka,South,2019,7,21.53,135.2,1,0,2.92,86.75,1248.0,31.87,337.3,87.55,1,370878,84973770
Sri Lanka,East,2020,6,23.99,53.4,0,0,2.71,68.75,480.0,25.52,272.42,44.5,1,300809,68919900
Bhutan,West,2018,1,24.19,-6.0,0,0,3.15,94.3,1110.0,91.71,293.24,67.16,0,250280,57342941
India,West,2017,8,17.94,155.6,0,0,4.57,69.07,999.0,48.1,376.25,90.13,0,1120970,256831216
Thailand,South,2023,11,23.57,104.2,0,0,5.76,73.9,912.0,86.36,383.56,86.5,0,4201551,962639012
